food_id,food_item,serving_size_g,category,main_ingredients,calories,protein_g,carbs_g,fat_g,fiber_g,nutrition_notes,dietary_tags,meal_type,dish_role,cal_per_100g,macro_basis,pairs_well_with,min_serving_g,max_serving_g,allergens,gi,gl,gi_category,prep_method,sodium_mg,sodium_category
SL109,Suddha Bath,150,Grains & Rice Dishes,"White rice,water,salt",195,4.0,43.0,0.5,0.8,Plain boiled rice,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,main,130.0,per_serving,"SL010,SL017,SL018,SL019,SL020,SL025,SL053,SL054,SL055",100,200,none,72,31.0,high,boiled,195,medium
SL110,Indi Appa,100,Grains & Rice Dishes,"Rice flour,water,yeast",165,2.5,36.0,0.8,1.2,Sour hoppers,"Gluten-Free,Vegetarian,Vegan",breakfast,main,165.0,per_serving,"SL010,SL029,SL130",65,135,none,55,19.8,low,steamed,170,medium
SL111,Pani Appa,100,Grains & Rice Dishes,"Rice flour,coconut milk,treacle",210,2.5,38.0,6.0,1.0,Sweet hoppers,"Gluten-Free,Vegetarian",breakfast,main,210.0,per_serving,"SL029,SL044",65,135,none,55,20.9,low,steamed,335,medium
SL112,Karakala,100,Fermented Foods,"Rice flour,yogurt",120,3.0,22.0,2.0,1.5,Fermented rice snack,"Gluten-Free,Vegetarian",breakfast,side,120.0,per_serving,,70,130,dairy,52,11.4,low,fermented,625,high
SL113,Pittu Kiri,200,Grains & Rice Dishes,"Pittu,coconut milk",520,7.0,70.0,22.0,5.0,Pittu with milk gravy,"Gluten-Free,Vegetarian",breakfast,standalone,260.0,per_serving,,150,250,none,68,47.6,medium,steamed,275,medium
SL114,Era Vade,100,Seafood,"Prawns,rice flour,spices",190,12.0,18.0,8.0,1.5,Prawn fritters,"Gluten-Free,Pescatarian",snack,side,190.0,per_serving,,75,125,shellfish,0,0.0,low,deep_fried,485,high
SL115,Malu Vade,100,Seafood,"Fish,rice flour,spices",185,11.0,18.0,8.0,1.0,Fish fritters,"Gluten-Free,Pescatarian",snack,side,185.0,per_serving,,75,125,fish,0,0.0,low,deep_fried,310,medium
SL116,Parippu Vade,100,Pulses & Legumes,"Red lentils,onion,spices",210,8.5,22.0,10.0,6.0,Lentil fritters,"Gluten-Free,Vegetarian",snack,side,210.0,per_serving,,75,125,none,32,7.0,low,deep_fried,325,medium
SL117,Kaju Vade,100,Nuts & Seeds,"Cashew nuts,rice flour,spices",320,8.0,28.0,20.0,2.5,Cashew fritters,"Gluten-Free,Vegetarian",snack,side,320.0,per_serving,,80,120,nuts,20,5.6,low,deep_fried,5,low
SL118,Bathala Vade,100,Vegetables,"Sweet potato,rice flour,spices",180,3.0,28.0,6.0,3.5,Sweet potato fritters,"Gluten-Free,Vegetarian,Vegan",snack,side,180.0,per_serving,,75,125,none,38,10.6,low,deep_fried,135,low
SL119,Kesel Muwa Vade,100,Vegetables,"Banana blossom,rice flour,spices",165,3.5,22.0,7.0,4.0,Banana flower fritters,"Gluten-Free,Vegetarian",snack,side,165.0,per_serving,,75,125,none,38,8.4,low,deep_fried,130,low
SL120,Polos Vade,100,Vegetables,"Young jackfruit,rice flour,spices",175,3.0,24.0,7.0,5.0,Jackfruit fritters,"Gluten-Free,Vegetarian,Vegan",snack,side,175.0,per_serving,,75,125,none,38,9.1,low,deep_fried,130,low
SL121,Ulundu Vade,100,Pulses & Legumes,"Black gram flour,onion,spices",215,8.0,28.0,9.0,4.0,Black gram fritters,"Gluten-Free,Vegetarian",snack,side,215.0,per_serving,,75,125,none,32,9.0,low,deep_fried,165,medium
SL122,Pani Pol,30,Desserts & Sweets,"Coconut,jaggery,wheat flour",110,1.5,18.0,4.0,1.0,Stuffed pancake,"Contains Gluten,Vegetarian",snack,standalone,366.7,per_serving,,20,40,gluten,50,9.0,low,shallow_fried,35,low
SL123,Wadei,40,Snacks & Appetizers,"Rice flour,onion,chili",140,2.0,20.0,6.0,1.0,Crunchy snack ring,"Gluten-Free,Vegetarian,Vegan",snack,standalone,350.0,per_serving,,35,45,none,60,12.0,medium,deep_fried,165,medium
SL124,Thosai,150,Fermented Foods,"Rice flour,black gram",320,8.0,48.0,10.0,3.0,Savory fermented crepe,"Gluten-Free,Vegetarian",any,main,213.3,per_serving,"SL010,SL029,SL201,SL202",105,195,none,52,25.0,low,shallow_fried,460,high
SL125,Idiyappam,120,Grains & Rice Dishes,"Rice flour,water,salt",210,3.6,48.0,0.4,2.0,String hoppers,"Gluten-Free,Vegetarian,Vegan",breakfast,main,175.0,per_serving,"SL010,SL029,SL112,SL130,SL203",80,160,none,70,33.6,medium,steamed,200,medium
SL126,Puttu,150,Grains & Rice Dishes,"Rice flour,coconut,water,salt",340,4.5,58.0,10.0,4.5,Steamed rice cake,"Gluten-Free,Vegetarian,Vegan",breakfast,main,226.7,per_serving,"SL010,SL029,SL044,SL130,SL203",100,200,none,68,39.4,medium,steamed,170,medium
SL127,Appam,100,Grains & Rice Dishes,"Rice flour,coconut milk,yeast",180,2.5,28.0,6.5,1.0,Hoppers,"Gluten-Free,Vegetarian",breakfast,main,180.0,per_serving,"SL010,SL029,SL130",65,135,none,55,15.4,low,steamed,115,low
SL128,Thalipa,250,Grains & Rice Dishes,"Rice,mixed vegetables,fish",580,20.0,85.0,18.0,7.0,Mixed rice meal,"Gluten-Free,Pescatarian",breakfast,main,232.0,per_serving,"SL010,SL029",150,300,fish,70,59.5,medium,boiled,155,medium
SL129,Buth,150,Grains & Rice Dishes,"Rice,mixed vegetables,spices",210,4.5,45.0,1.5,2.5,Simple fried rice,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,main,140.0,per_serving,"SL010,SL017,SL018,SL019,SL020,SL025,SL053,SL054,SL055",100,200,none,65,29.2,medium,boiled,335,medium
SL130,Kiri Hodiya,150,Curries & Gravies,"Coconut milk,onion,spices",190,3.0,6.0,18.0,0.5,White coconut gravy,"Gluten-Free,Vegetarian",any,side,126.7,per_serving,,110,190,none,40,2.4,low,boiled,540,high
SL131,Pol Mallung,100,Leafy Greens & Herbs,"Grated coconut,onion,chili,lime",110,1.8,6.0,9.0,3.0,Coconut salad,"Gluten-Free,Vegetarian,Vegan",condiment,side,110.0,per_serving,,75,125,none,22,1.3,low,boiled,55,low
SL132,Karapincha Sambol,30,Leafy Greens & Herbs,"Curry leaves,coconut,onion,lime",80,1.5,4.0,7.0,2.0,Curry leaf sambol,"Gluten-Free,Vegetarian,Vegan",condiment,side,266.7,per_serving,,20,40,none,22,0.9,low,raw,560,high
SL133,Lunu Dehi,30,Condiments & Pickles,"Lime,chili,salt",20,0.3,4.0,0.2,0.5,Spiced lime pickle,"Gluten-Free,Vegetarian,Vegan",condiment,condiment,66.7,per_serving,,20,40,none,28,1.1,low,raw,565,high
SL134,Amu Miris,10,Condiments & Pickles,"Green chili,salt,lime",8,0.2,1.5,0.1,0.5,Spicy chili relish,"Gluten-Free,Vegetarian,Vegan",condiment,condiment,80.0,per_serving,,5,15,none,28,0.4,low,raw,860,high
SL135,Kochchi Sambol,30,Condiments & Pickles,"Bird's eye chili,coconut,onion,lime",95,1.2,4.5,8.0,2.0,Very spicy sambol,"Gluten-Free,Vegetarian,Vegan",condiment,condiment,316.7,per_serving,,20,40,none,28,1.3,low,raw,600,high
SL136,Vaangi Bath,200,Grains & Rice Dishes,"Rice,brinjal,spices",350,6.0,58.0,10.0,5.0,Eggplant rice,"Gluten-Free,Vegetarian",lunch_dinner,standalone,175.0,per_serving,,130,270,none,65,37.7,medium,boiled,325,medium
SL137,Lemon Rice,200,Grains & Rice Dishes,"Rice,lemon,peanuts",330,6.0,52.0,10.0,2.5,Tangy lemon rice,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,standalone,165.0,per_serving,,130,270,nuts,65,33.8,medium,boiled,335,medium
SL138,Curd Rice,200,Grains & Rice Dishes,"Rice,yogurt",250,7.0,42.0,6.0,1.5,Soothing yogurt rice,"Gluten-Free,Vegetarian",lunch_dinner,standalone,125.0,per_serving,,130,270,dairy,58,24.4,medium,boiled,265,medium
SL139,Tomato Rice,200,Grains & Rice Dishes,"Rice,tomato,spices",280,5.0,48.0,8.0,3.0,Spicy tomato rice,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,standalone,140.0,per_serving,,130,270,none,65,31.2,medium,boiled,215,medium
SL140,Coconut Rice,200,Grains & Rice Dishes,"Rice,coconut,spices",380,5.5,55.0,15.0,4.0,Fragrant coconut rice,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,standalone,190.0,per_serving,,130,270,none,65,35.8,medium,boiled,135,low
SL141,Mint Rice,200,Grains & Rice Dishes,"Rice,mint,spices",290,5.0,50.0,8.0,3.5,Refreshing mint rice,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,standalone,145.0,per_serving,,130,270,none,65,32.5,medium,boiled,165,medium
SL142,Corriander Rice,200,Grains & Rice Dishes,"Rice,coriander,spices",295,5.0,51.0,8.0,3.0,Herb-infused rice,"Gluten-Free,Vegetarian,Vegan",lunch_dinner,standalone,147.5,per_serving,,130,270,none,65,33.2,medium,boiled,135,low
SL143,Ghee Rice,200,Grains & Rice Dishes,"Rice,ghee,spices",380,5.0,55.0,15.0,1.0,Rich aromatic rice,"Gluten-Free,Vegetarian",lunch_dinner,main,190.0,per_serving,"SL010,SL020,SL023,SL024,SL025,SL064,SL065",130,270,dairy,68,37.4,medium,stir_fried,165,medium
SL144,Jeera Rice,200,Grains & Rice Dishes,"Rice,cumin seeds,ghee",340,4.5,55.0,10.0,1.5,Cumin rice,"Gluten-Free,Vegetarian",lunch_dinner,main,170.0,per_serving,"SL010,SL019,SL023,SL025,SL180",130,270,dairy,68,37.4,medium,stir_fried,290,medium
SL145,Fried Rice,250,Grains & Rice Dishes,"Rice,vegetables,egg,soy sauce",380,10.0,60.0,12.0,3.0,Chinese-style fried rice,Contains Gluten,lunch_dinner,standalone,152.0,per_serving,,160,340,"egg,gluten",65,39.0,medium,stir_fried,245,medium
SL146,Nasi Goreng,250,Grains & Rice Dishes,"Rice,vegetables,egg,spices",390,10.0,62.0,12.0,3.0,Indonesian fried rice,Contains Gluten,lunch_dinner,standalone,156.0,per_serving,,160,340,"egg,gluten",65,40.3,medium,stir_fried,235,medium
SL147,Biryani,350,Grains & Rice Dishes,"Rice,meat,spices,yogurt",550,25.0,65.0,22.0,3.0,Fragrant layered rice,Contains Gluten,lunch_dinner,standalone,157.1,per_serving,,250,450,"dairy,gluten",65,42.2,medium,boiled,165,medium
SL148,Buriyani,350,Grains & Rice Dishes,"Rice,chicken,spices",540,24.0,64.0,22.0,3.0,Sri Lankan biryani,Contains Gluten,lunch_dinner,standalone,154.3,per_serving,,250,450,gluten,65,41.6,medium,boiled,290,medium
SL149,Mutton Biryani,350,Grains & Rice Dishes,"Rice,mutton,spices",580,28.0,62.0,26.0,3.0,Richer biryani,Contains Gluten,lunch_dinner,standalone,165.7,per_serving,,250,450,gluten,64,39.7,medium,boiled,250,medium
SL150,Chicken Biryani,350,Grains & Rice Dishes,"Rice,chicken,spices",540,26.0,64.0,22.0,3.0,Popular biryani,Contains Gluten,lunch_dinner,standalone,154.3,per_serving,,250,450,gluten,64,41.0,medium,boiled,210,medium
SL151,Vegetable Biryani,350,Grains & Rice Dishes,"Rice,mixed vegetables,spices",450,9.0,70.0,15.0,8.0,Vegetarian version,"Contains Gluten,Vegetarian",lunch_dinner,standalone,128.6,per_serving,,250,450,gluten,65,45.5,medium,boiled,330,medium
SL152,Egg Biryani,350,Grains & Rice Dishes,"Rice,egg,spices",470,14.0,68.0,16.0,3.5,Egg biryani,Contains Gluten,lunch_dinner,standalone,134.3,per_serving,,250,450,"egg,gluten",64,43.5,medium,boiled,250,medium
SL153,Fish Biryani,350,Grains & Rice Dishes,"Rice,fish,spices",490,22.0,65.0,18.0,3.0,Seafood biryani,"Contains Gluten,Pescatarian",lunch_dinner,standalone,140.0,per_serving,,250,450,"fish,gluten",63,41.0,medium,boiled,200,medium
SL154,Prawn Biryani,350,Grains & Rice Dishes,"Rice,prawns,spices",510,24.0,64.0,20.0,2.5,Prawn biryani,"Contains Gluten,Pescatarian",lunch_dinner,standalone,145.7,per_serving,,250,450,"gluten,shellfish",63,40.3,medium,boiled,190,medium
SL155,Breadfruit Biryani,350,Grains & Rice Dishes,"Rice,breadfruit,spices",470,8.0,72.0,16.0,9.0,Breadfruit biryani,"Contains Gluten,Vegetarian",lunch_dinner,standalone,134.3,per_serving,,250,450,gluten,65,46.8,medium,boiled,155,medium
SL156,Kiri Ala Biryani,350,Grains & Rice Dishes,"Rice,yam,spices",460,7.5,70.0,16.0,6.0,Yam biryani,"Contains Gluten,Vegetarian",lunch_dinner,standalone,131.4,per_serving,,250,450,gluten,64,44.8,medium,boiled,135,low
SL157,Polos Biryani,350,Grains & Rice Dishes,"Rice,jackfruit,spices",480,8.5,71.0,17.0,8.5,Jackfruit biryani,"Contains Gluten,Vegetarian",lunch_dinner,standalone,137.1,per_serving,,250,450,gluten,65,46.2,medium,boiled,230,medium
SL158,Kaju Biryani,350,Grains & Rice Dishes,"Rice,cashew nuts,spices",540,12.0,65.0,25.0,5.0,Cashew biryani,"Contains Gluten,Vegetarian",lunch_dinner,standalone,154.3,per_serving,,250,450,"gluten,nuts",64,41.6,medium,boiled,225,medium
SL159,Paneer Biryani,350,Grains & Rice Dishes,"Rice,paneer,spices",520,18.0,62.0,22.0,3.5,Indian cheese biryani,"Contains Gluten,Vegetarian",lunch_dinner,standalone,148.6,per_serving,,250,450,"dairy,gluten",62,38.4,medium,boiled,125,low
SL160,Soya Biryani,350,Grains & Rice Dishes,"Rice,soya chunks,spices",470,25.0,58.0,15.0,8.0,Soya protein biryani,"Contains Gluten,Vegetarian",lunch_dinner,standalone,134.3,per_serving,,250,450,gluten,60,34.8,medium,boiled,295,medium
SL161,Mushroom Biryani,350,Grains & Rice Dishes,"Rice,mushroom,spices",440,12.0,65.0,14.0,6.0,Mushroom biryani,"Contains Gluten,Vegetarian",lunch_dinner,standalone,125.7,per_serving,,250,450,gluten,63,41.0,medium,boiled,110,low
SL162,Cauliflower Biryani,350,Grains & Rice Dishes,"Rice,cauliflower,spices",430,10.0,64.0,14.0,7.0,Low-carb alternative,"Contains Gluten,Vegetarian",lunch_dinner,standalone,122.9,per_serving,,250,450,gluten,62,39.7,medium,boiled,320,medium
SL163,Kola Biryani,350,Grains & Rice Dishes,"Rice,spinach,spices",420,9.0,62.0,15.0,8.0,Green leafy biryani,"Contains Gluten,Vegetarian",lunch_dinner,standalone,120.0,per_serving,,250,450,gluten,60,37.2,medium,boiled,130,low
SL164,Kottu,350,Roti & Flatbreads,"Roti,vegetables,meat,spices",560,18.0,70.0,24.0,6.0,Chopped roti stir-fry,Contains Gluten,lunch_dinner,standalone,160.0,per_serving,,250,450,gluten,70,49.0,medium,stir_fried,190,medium
SL165,Cheese Kottu,350,Roti & Flatbreads,"Roti,cheese,vegetables",580,22.0,68.0,28.0,5.0,Cheese version,Contains Gluten,lunch_dinner,standalone,165.7,per_serving,,250,450,"dairy,gluten",68,46.2,medium,stir_fried,310,medium
SL166,Egg Kottu,350,Roti & Flatbreads,"Roti,egg,vegetables",540,16.0,70.0,22.0,5.5,Egg version,Contains Gluten,lunch_dinner,standalone,154.3,per_serving,,250,450,"egg,gluten",70,49.0,medium,stir_fried,190,medium
SL167,Chicken Kottu,350,Roti & Flatbreads,"Roti,chicken,vegetables",590,28.0,68.0,26.0,5.5,Chicken version,Contains Gluten,lunch_dinner,standalone,168.6,per_serving,,250,450,gluten,68,46.2,medium,stir_fried,350,medium
SL168,Mutton Kottu,350,Roti & Flatbreads,"Roti,mutton,vegetables",620,30.0,67.0,30.0,5.0,Mutton version,Contains Gluten,lunch_dinner,standalone,177.1,per_serving,,250,450,gluten,67,44.9,medium,stir_fried,325,medium
SL169,Fish Kottu,350,Roti & Flatbreads,"Roti,fish,vegetables",560,26.0,69.0,24.0,5.0,Fish version,"Contains Gluten,Pescatarian",lunch_dinner,standalone,160.0,per_serving,,250,450,"fish,gluten",68,46.9,medium,stir_fried,260,medium
SL170,Prawn Kottu,350,Roti & Flatbreads,"Roti,prawns,vegetables",570,28.0,68.0,25.0,4.5,Prawn version,"Contains Gluten,Pescatarian",lunch_dinner,standalone,162.9,per_serving,,250,450,"gluten,shellfish",68,46.2,medium,stir_fried,300,medium
SL171,Vegetable Kottu,350,Roti & Flatbreads,"Roti,mixed vegetables",520,12.0,72.0,20.0,8.0,Vegetarian version,"Contains Gluten,Vegetarian",lunch_dinner,standalone,148.6,per_serving,,250,450,gluten,72,51.8,high,stir_fried,165,medium
SL172,Soy Kottu,350,Roti & Flatbreads,"Roti,soya chunks",530,20.0,70.0,21.0,8.0,Soya protein version,"Contains Gluten,Vegetarian",lunch_dinner,standalone,151.4,per_serving,,250,450,gluten,68,47.6,medium,stir_fried,250,medium
SL173,Paneer Kottu,350,Roti & Flatbreads,"Roti,paneer",580,24.0,68.0,27.0,5.0,Paneer version,"Contains Gluten,Vegetarian",lunch_dinner,standalone,165.7,per_serving,,250,450,"dairy,gluten",66,44.9,medium,stir_fried,245,medium
SL174,Mushroom Kottu,350,Roti & Flatbreads,"Roti,mushroom",540,14.0,71.0,22.0,7.0,Mushroom version,"Contains Gluten,Vegetarian",lunch_dinner,standalone,154.3,per_serving,,250,450,gluten,68,48.3,medium,stir_fried,300,medium
SL175,Kottu Rotti,350,Roti & Flatbreads,"Roti,mixed,spices",560,16.0,71.0,24.0,6.0,Spicy version,Contains Gluten,lunch_dinner,standalone,160.0,per_serving,,250,450,gluten,70,49.7,medium,stir_fried,270,medium
SL176,String Hoppers Kottu,350,Grains & Rice Dishes,"String hoppers,vegetables",480,12.0,75.0,14.0,6.0,String hopper stir-fry,"Gluten-Free,Vegetarian",lunch_dinner,standalone,137.1,per_serving,,250,450,none,72,54.0,high,stir_fried,235,medium
SL177,Idiyappam Kottu,350,Grains & Rice Dishes,"Idiyappam,vegetables",490,12.0,76.0,15.0,6.0,Idiyappam stir-fry,"Gluten-Free,Vegetarian",lunch_dinner,standalone,140.0,per_serving,,250,450,none,72,54.7,high,stir_fried,165,medium
SL178,Pittu Kottu,350,Grains & Rice Dishes,"Pittu,vegetables",520,10.0,72.0,20.0,7.0,Pittu stir-fry,"Gluten-Free,Vegetarian",lunch_dinner,standalone,148.6,per_serving,,250,450,none,68,49.0,medium,stir_fried,350,medium
SL179,Thosai Kottu,350,Fermented Foods,"Thosai,vegetables",480,12.0,68.0,18.0,6.0,Thosai stir-fry,"Gluten-Free,Vegetarian",lunch_dinner,standalone,137.1,per_serving,,250,450,none,52,35.4,low,stir_fried,585,high
SL180,Paneer Butter Masala,200,Curries & Gravies,"Paneer,tomato,butter,cream",380,15.0,12.0,30.0,2.0,Creamy paneer curry,"Contains Gluten,Vegetarian",lunch_dinner,side,190.0,per_serving,,150,250,"dairy,gluten",40,4.8,low,boiled,255,medium
SL181,Butter Chicken,200,Poultry & Meat,"Chicken,tomato,butter,cream",450,28.0,10.0,32.0,1.5,Rich creamy chicken,Contains Gluten,lunch_dinner,side,225.0,per_serving,,150,250,"dairy,gluten",0,0.0,low,boiled,550,high
SL182,Tandoori Chicken,150,Poultry & Meat,"Chicken,yogurt,spices",280,30.0,5.0,15.0,0.5,Grilled spiced chicken,Contains Gluten,lunch_dinner,side,186.7,per_serving,,110,190,"dairy,gluten",0,0.0,low,grilled,570,high
SL183,Chilli Chicken,150,Poultry & Meat,"Chicken,chili,soy sauce",320,25.0,18.0,16.0,1.0,Spicy Indo-Chinese dish,Contains Gluten,lunch_dinner,side,213.3,per_serving,,110,190,gluten,0,0.0,low,stir_fried,260,medium
SL184,Garlic Naan,100,Roti & Flatbreads,"Wheat flour,garlic,butter",300,8.0,45.0,10.0,2.0,Leavened garlic bread,"Contains Gluten,Vegetarian",lunch_dinner,main,300.0,per_serving,"SL025,SL063,SL064,SL180,SL181",65,135,"dairy,gluten",68,30.6,medium,shallow_fried,325,medium
SL185,Butter Naan,100,Roti & Flatbreads,"Wheat flour,butter",310,7.0,46.0,11.0,1.5,Buttered leavened bread,"Contains Gluten,Vegetarian",lunch_dinner,main,310.0,per_serving,"SL025,SL063,SL064,SL180,SL181",65,135,"dairy,gluten",68,31.3,medium,shallow_fried,375,medium
SL186,Roti Canai,120,Roti & Flatbreads,"Wheat flour,oil,condensed milk",350,6.0,45.0,16.0,1.0,Flaky Malaysian flatbread,"Contains Gluten,Vegetarian",lunch_dinner,main,291.7,per_serving,"SL010,SL019,SL025,SL029",80,160,"dairy,gluten",72,32.4,high,shallow_fried,285,medium
SL187,Chapati,80,Roti & Flatbreads,"Whole wheat flour,water,salt",180,5.0,30.0,4.0,4.0,Whole wheat flatbread,"Contains Gluten,Vegetarian,Vegan",any,main,225.0,per_serving,"SL010,SL017,SL019,SL053,SL054,SL055,SL180",50,110,gluten,52,15.6,low,shallow_fried,340,medium
SL188,Phulka,80,Roti & Flatbreads,"Whole wheat flour,water,salt",170,5.0,32.0,2.0,3.5,Soft whole wheat roti,"Contains Gluten,Vegetarian,Vegan",any,main,212.5,per_serving,"SL010,SL017,SL019,SL053,SL054,SL055,SL180",50,110,gluten,52,16.6,low,shallow_fried,220,medium
SL189,Puri,60,Roti & Flatbreads,"Wheat flour,oil,salt",220,4.0,25.0,12.0,1.0,Deep-fried puffy bread,"Contains Gluten,Vegetarian",lunch_dinner,standalone,366.7,per_serving,,40,80,gluten,70,17.5,medium,deep_fried,345,medium
SL190,Bhatura,100,Roti & Flatbreads,"Wheat flour,yogurt,oil",280,6.0,38.0,12.0,1.5,Fermented fried bread,"Contains Gluten,Vegetarian",lunch_dinner,standalone,280.0,per_serving,,65,135,"dairy,gluten",70,26.6,medium,deep_fried,315,medium
SL191,Aloo Paratha,150,Roti & Flatbreads,"Wheat flour,potato,spices",380,8.0,50.0,16.0,4.0,Stuffed potato flatbread,"Contains Gluten,Vegetarian",lunch_dinner,standalone,253.3,per_serving,,100,200,gluten,62,31.0,medium,shallow_fried,235,medium
SL192,Gobi Paratha,150,Roti & Flatbreads,"Wheat flour,cauliflower,spices",360,9.0,48.0,14.0,5.0,Stuffed cauliflower flatbread,"Contains Gluten,Vegetarian",lunch_dinner,standalone,240.0,per_serving,,100,200,gluten,60,28.8,medium,shallow_fried,180,medium
SL193,Paneer Paratha,150,Roti & Flatbreads,"Wheat flour,paneer,spices",420,14.0,45.0,20.0,3.0,Stuffed cheese flatbread,"Contains Gluten,Vegetarian",lunch_dinner,standalone,280.0,per_serving,,100,200,"dairy,gluten",58,26.1,medium,shallow_fried,225,medium
SL194,Samosa,80,Snacks & Appetizers,"Wheat flour,potato,peas,spices",250,5.0,30.0,12.0,3.0,Fried stuffed pastry,"Contains Gluten,Vegetarian",snack,standalone,312.5,per_serving,,70,90,gluten,65,19.5,medium,deep_fried,370,medium
SL195,Vada,50,Snacks & Appetizers,"Black gram flour,onion,spices",140,6.0,12.0,8.0,3.0,Savory donut-shaped fritter,"Gluten-Free,Vegetarian",snack,standalone,280.0,per_serving,,40,55,none,35,4.2,low,deep_fried,230,medium
SL196,Idli,80,Fermented Foods,"Rice flour,black gram",140,5.0,28.0,1.0,3.0,Steamed fermented rice cake,"Gluten-Free,Vegetarian",breakfast,main,175.0,per_serving,"SL010,SL029,SL201,SL202",55,105,none,52,14.6,low,steamed,530,high
SL197,Dosa,120,Fermented Foods,"Rice flour,black gram",210,6.0,38.0,4.0,4.0,Crispy fermented crepe,"Gluten-Free,Vegetarian",any,main,175.0,per_serving,"SL010,SL029,SL201,SL202",85,155,none,52,19.8,low,shallow_fried,300,medium
SL198,Upma,150,Grains & Rice Dishes,"Semolina,vegetables,spices",280,6.0,45.0,8.0,4.0,Savory semolina porridge,"Contains Gluten,Vegetarian",breakfast,standalone,186.7,per_serving,,100,200,gluten,65,29.2,medium,boiled,345,medium
SL199,Pongal,200,Grains & Rice Dishes,"Rice,mung dal,pepper,cumin",320,8.0,58.0,8.0,5.0,South Indian rice-lentil dish,"Gluten-Free,Vegetarian",breakfast,standalone,160.0,per_serving,,130,270,none,55,31.9,low,boiled,285,medium
SL200,Bisi Bele Bath,300,Grains & Rice Dishes,"Rice,lentils,vegetables,spices",400,12.0,70.0,10.0,8.0,Spicy rice-lentil dish,"Gluten-Free,Vegetarian",lunch_dinner,standalone,133.3,per_serving,,195,405,none,55,38.5,low,boiled,325,medium
SL201,Coconut Chutney,50,Condiments & Pickles,"grated coconut, green chilli, ginger, mustard seeds",95,1.5,4.5,8.0,2.0,Rich in medium-chain fatty acids; typical South Indian accompaniment,"Gluten-Free,Vegetarian,Vegan",breakfast,side,190.0,per_serving,,35,65,none,28,1.3,low,raw,620,high
SL202,Sambar,150,Soups & Broths,"toor dal, tamarind, tomato, drumstick, curry leaves, spices",90,4.5,13.0,2.0,2.5,High-protein thin lentil soup; rich in vitamins from vegetables,"Gluten-Free,Vegetarian,Vegan",any,side,60.0,per_serving,,120,180,none,25,3.2,low,boiled,655,high
SL203,Coconut Milk (Light),100,Curries & Gravies,"fresh coconut, water",85,1.0,3.5,8.0,0.5,Thin coconut milk used as accompaniment for pittu and string hoppers,"Gluten-Free,Vegetarian,Vegan",breakfast,side,85.0,per_serving,,75,125,none,40,1.4,low,raw,95,low
SL204,Fish Cutlet,60,Snacks & Appetizers,"tuna fish, potato, onion, green chilli, breadcrumbs",150,8.0,12.0,7.0,1.0,Popular Sri Lankan street snack; deep fried,Contains Gluten,snack,standalone,250.0,per_serving,,50,70,"fish,gluten",60,7.2,medium,deep_fried,240,medium
SL205,Vegetable Cutlet,70,Snacks & Appetizers,"potato, carrot, leek, green chilli, breadcrumbs",140,3.0,18.0,6.0,2.0,Vegetarian street snack; deep fried,"Vegetarian,Contains Gluten",snack,standalone,200.0,per_serving,,60,80,gluten,62,11.2,medium,deep_fried,410,high
SL206,Isso Wade,80,Snacks & Appetizers,"lentil batter, prawns, onion, green chilli",200,9.0,18.0,10.0,1.5,Crispy lentil fritter topped with prawn; iconic street food,"Gluten-Free,Contains Shellfish",snack,standalone,250.0,per_serving,,70,90,shellfish,52,9.4,low,deep_fried,205,medium
SL207,Ambulthiyal,120,Seafood,"tuna, goraka (gamboge), black pepper, curry leaves",160,22.0,2.0,7.0,0.5,Sour fish curry preserved with goraka; very low carb,Gluten-Free,lunch_dinner,side,133.3,per_serving,,90,150,fish,0,0.0,low,shallow_fried,350,medium
SL208,King Coconut (Thambili),350,Beverages,king coconut water,60,0.5,15.0,0.0,0.0,Natural electrolyte drink; high in potassium; hydrating,"Gluten-Free,Vegetarian,Vegan",any,standalone,17.1,per_serving,,320,400,none,45,6.8,low,raw,60,low
SL209,Wood Apple Juice,250,Beverages,"wood apple, water, sugar, salt",80,1.0,20.0,0.5,1.0,High in vitamin C and iron; digestive benefits,"Gluten-Free,Vegetarian,Vegan",any,standalone,32.0,per_serving,,210,290,none,50,10.0,low,raw,45,low
SL210,Plain Tea,250,Beverages,"Ceylon tea, water",5,0.0,1.0,0.0,0.0,Rich in antioxidants; zero sugar version,"Gluten-Free,Vegetarian,Vegan",any,standalone,2.0,per_serving,,210,290,none,0,0.0,low,raw,35,low
SL211,Milk Tea,250,Beverages,"Ceylon tea, full cream milk, sugar",80,3.0,12.0,2.0,0.0,Traditional Sri Lankan tea with milk; moderate sugar,"Gluten-Free,Vegetarian",any,standalone,32.0,per_serving,,210,290,dairy,40,4.8,low,raw,45,low
SL212,Faluda,300,Desserts & Sweets,"rose syrup, basil seeds, vermicelli, ice cream, milk",250,4.0,48.0,5.0,1.0,Cold dessert drink; high sugar; occasional treat,Vegetarian,snack,standalone,83.3,per_serving,,210,390,"dairy,gluten",68,32.6,medium,raw,30,low
